device_id,LocationCode,device_ip,sdk_ts,latitude,longitude,accuracy,country,Geohash
wOiBKuMOQieirw/g0i9H4A==,A278,asNp+Q==,2021-03-03 17:15:52 UTC,28.46667,77.03333,1,IN,ttncby
wOiBKuMOQieirw/g0i9H4A==,A412,asNp+Q==,2021-03-03 17:15:52 UTC,28.46667,77.03333,1,IN,ttncby
uqiujePPTzyQHtkR07WcMw==,A153,tkBu9g==,2021-03-03 07:53:35 UTC,28.46667,77.03333,7,IN,ttncby
uqiujePPTzyQHtkR07WcMw==,A278,tkBu9g==,2021-03-03 07:53:35 UTC,28.46667,77.03333,7,IN,ttncby
uqiujePPTzyQHtkR07WcMw==,A412,tkBu9g==,2021-03-03 07:53:35 UTC,28.46667,77.03333,7,IN,ttncby
au8ISzC8S8+GO/QDq8FXRg==,A153,37lRcA==,2021-03-04 08:06:07 UTC,28.46667,77.03333,11,IN,ttncby
au8ISzC8S8+GO/QDq8FXRg==,A278,37lRcA==,2021-03-04 08:06:07 UTC,28.46667,77.03333,11,IN,ttncby
au8ISzC8S8+GO/QDq8FXRg==,A412,37lRcA==,2021-03-04 08:06:07 UTC,28.46667,77.03333,11,IN,ttncby
5fsQ4LppSA+TmNKDTyazcA==,A153,ASb2SQ==,2021-03-04 07:07:31 UTC,28.46667,77.03333,4,IN,ttncby
5fsQ4LppSA+TmNKDTyazcA==,A278,ASb2SQ==,2021-03-04 07:07:31 UTC,28.46667,77.03333,4,IN,ttncby
5fsQ4LppSA+TmNKDTyazcA==,A412,ASb2SQ==,2021-03-04 07:07:31 UTC,28.46667,77.03333,4,IN,ttncby
tYUlV4U5Rk+fGpLldTI9uA==,A153,asMHlA==,2021-03-04 07:45:38 UTC,28.46667,77.03333,10,IN,ttncby
tYUlV4U5Rk+fGpLldTI9uA==,A278,asMHlA==,2021-03-04 07:45:38 UTC,28.46667,77.03333,10,IN,ttncby
tYUlV4U5Rk+fGpLldTI9uA==,A412,asMHlA==,2021-03-04 07:45:38 UTC,28.46667,77.03333,10,IN,ttncby
VwcY8W69QMSIotpQ5IwS9Q==,A153,asR3mQ==,2021-03-04 06:33:08 UTC,28.46667,77.03333,9,IN,ttncby
VwcY8W69QMSIotpQ5IwS9Q==,A278,asR3mQ==,2021-03-04 06:33:08 UTC,28.46667,77.03333,9,IN,ttncby
VwcY8W69QMSIotpQ5IwS9Q==,A412,asR3mQ==,2021-03-04 06:33:08 UTC,28.46667,77.03333,9,IN,ttncby
b/KMgsEGR9CNLxc+xEH9KA==,A153,37GptQ==,2021-03-03 09:59:23 UTC,28.46667,77.03333,3,IN,ttncby
b/KMgsEGR9CNLxc+xEH9KA==,A278,37GptQ==,2021-03-03 09:59:23 UTC,28.46667,77.03333,3,IN,ttncby
b/KMgsEGR9CNLxc+xEH9KA==,A412,37GptQ==,2021-03-03 09:59:23 UTC,28.46667,77.03333,3,IN,ttncby
ynY0GEjMQ3at6PPz3x+gdA==,A153,asMNVA==,2021-03-04 11:58:40 UTC,28.46667,77.03333,6,IN,ttncby
